season,week,rule_name,alpha_week,protect_top_quartile,actual_elim,pred_newrule_elim,newrule_matches_actual,pred_elim_in_judge_top_quartile
5,9,F(0.55)+Prot,0.55,1,Jennie Garth,Jennie Garth,1,0
5,10,F(0.55)+Prot,0.55,1,,Helio Castroneves,,0
5,1,F(0.50)+Prot,0.5,1,Josie Maran,Josie Maran,1,0
5,2,F(0.50)+Prot,0.5,1,Albert Reed,Wayne Newton,0,0
5,3,F(0.50)+Prot,0.5,1,Wayne Newton,Wayne Newton,1,0
5,4,F(0.50)+Prot,0.5,1,Floyd Mayweather Jr. ,Mark Cuban,0,0
5,5,F(0.50)+Prot,0.5,1,Mark Cuban,Mark Cuban,1,0
5,6,F(0.50)+Prot,0.5,1,Sabrina Bryan,Jane Seymour,0,0
5,7,F(0.50)+Prot,0.5,1,Jane Seymour,Cameron Mathison,0,0
5,8,F(0.50)+Prot,0.5,1,Cameron Mathison,Jennie Garth,0,0
5,9,F(0.50)+Prot,0.5,1,Jennie Garth,Jennie Garth,1,0
5,10,F(0.50)+Prot,0.5,1,,Helio Castroneves,,0
5,1,F(0.60)+Prot,0.6,1,Josie Maran,Josie Maran,1,0
5,2,F(0.60)+Prot,0.6,1,Albert Reed,Wayne Newton,0,0
5,3,F(0.60)+Prot,0.6,1,Wayne Newton,Wayne Newton,1,0
5,4,F(0.60)+Prot,0.6,1,Floyd Mayweather Jr. ,Mark Cuban,0,0
5,5,F(0.60)+Prot,0.6,1,Mark Cuban,Mark Cuban,1,0
5,6,F(0.60)+Prot,0.6,1,Sabrina Bryan,Jane Seymour,0,0
5,7,F(0.60)+Prot,0.6,1,Jane Seymour,Cameron Mathison,0,0
5,8,F(0.60)+Prot,0.6,1,Cameron Mathison,Jennie Garth,0,0
5,9,F(0.60)+Prot,0.6,1,Jennie Garth,Jennie Garth,1,0
5,10,F(0.60)+Prot,0.6,1,,Helio Castroneves,,0
5,1,F(0.55)+NoProt,0.55,0,Josie Maran,Josie Maran,1,0
5,2,F(0.55)+NoProt,0.55,0,Albert Reed,Wayne Newton,0,0
5,3,F(0.55)+NoProt,0.55,0,Wayne Newton,Wayne Newton,1,0
5,4,F(0.55)+NoProt,0.55,0,Floyd Mayweather Jr. ,Mark Cuban,0,0
5,5,F(0.55)+NoProt,0.55,0,Mark Cuban,Mark Cuban,1,0
5,6,F(0.55)+NoProt,0.55,0,Sabrina Bryan,Jane Seymour,0,0
5,7,F(0.55)+NoProt,0.55,0,Jane Seymour,Cameron Mathison,0,0
5,8,F(0.55)+NoProt,0.55,0,Cameron Mathison,Jennie Garth,0,0
5,9,F(0.55)+NoProt,0.55,0,Jennie Garth,Jennie Garth,1,0
5,10,F(0.55)+NoProt,0.55,0,,Mel B,,1
