season,week,celebrity,vote_share_mean,vote_share_median,vote_share_std,vote_share_q05,vote_share_q95
4,6,Joey Fatone,0.14831176029167736,0.1383265664836631,0.10207183751075488,0.028171775898674135,0.32316387653415996
4,6,Billy Ray Cyrus,0.14719292860920366,0.13927685004842372,0.09267924651022005,0.02865301171104093,0.3061790648959458
4,6,Ian Ziering,0.13914585991576042,0.13441275538662895,0.0859721736345727,0.02329414463446119,0.2901328290587313
4,6,John Ratzenberger,0.13709022843263688,0.134625128748322,0.08687747361950439,0.023741399603263772,0.27568692736659683
4,6,Heather Mills,0.1295566964260081,0.12969636254850334,0.08111191871076752,0.01974210913381009,0.25394930664579185
4,6,Clyde Drexler,1.499061964724985e-14,1.2709282749860515e-14,2.062130672926719e-14,1.910334048287117e-15,3.5378970591063215e-14
4,6,Paulina Porizkova,1.420071477180868e-14,1.206847737500257e-14,6.577148289915005e-14,1.5848311556076414e-15,2.7714276838992987e-14
4,6,Leeza Gibbons,1.4048114509858022e-14,1.220763294073855e-14,6.014643472975031e-14,1.789143845041523e-15,2.8151749489925782e-14
4,6,Shandi Finnessey,1.3452948459258546e-14,1.2063679080588392e-14,3.9877170332082674e-14,1.7241243189226575e-15,2.6496396142063294e-14
4,7,Apolo Anton Ohno,0.17217350102388873,0.161760799097153,0.10906542761982545,0.031119060360957556,0.37533689423554323
4,7,Laila Ali,0.1707471321756346,0.16079954948500222,0.11043094955819117,0.03096078174607993,0.3663627947846974
4,7,Joey Fatone,0.1700382728159711,0.16097964257985614,0.11052308439892458,0.032680945887166114,0.36488776724789523
4,7,Billy Ray Cyrus,0.1693511711479447,0.1621933402693419,0.10279587819205357,0.0326477482544363,0.3473286563286333
4,7,Ian Ziering,0.16004530321966248,0.15541465499897406,0.0955559128387099,0.026176368208758547,0.3294216721076935
4,7,John Ratzenberger,0.1576446196168165,0.15642924939010122,0.09581544184546828,0.02666905351931886,0.31484134073387826
4,7,Clyde Drexler,1.7590122191626586e-14,1.4734666348304014e-14,2.5275318505199525e-14,2.199679249970254e-15,4.12209336221466e-14
4,7,Leeza Gibbons,1.6636960721130223e-14,1.4136959212860462e-14,7.036151453735375e-14,2.050108616001859e-15,3.2953659958184394e-14
4,7,Paulina Porizkova,1.640063636069108e-14,1.4038436775620494e-14,6.736523384524962e-14,1.8309300005792408e-15,3.236427872189803e-14
4,7,Heather Mills,1.565524232905188e-14,1.3945129140990793e-14,2.6637706952207556e-14,1.8845980810911996e-15,3.185255259155337e-14
4,7,Shandi Finnessey,1.5610618893776356e-14,1.401030554273803e-14,4.0988958542395877e-14,1.961384252127484e-15,3.1165980163512507e-14
4,8,Apolo Anton Ohno,0.20430124661479754,0.19498772494570066,0.12205061065818561,0.0392249736823988,0.43627567959050323
4,8,Laila Ali,0.20251521840438352,0.19280016138676556,0.12277982020521305,0.03800405458587517,0.42674495466271734
4,8,Joey Fatone,0.201981772469608,0.19351420507251413,0.1234230187337986,0.04048096448926291,0.4342343242325747
4,8,Billy Ray Cyrus,0.2012270511208124,0.19485095461136082,0.1153166951859767,0.03989664541105588,0.4117369174684985
4,8,Ian Ziering,0.1899747113902737,0.18799516649987474,0.10799492651283098,0.030728467996010214,0.3801455768464476
4,8,John Ratzenberger,2.5194911402948627e-14,1.7352497549520473e-14,2.1486925183163232e-13,2.5639681089137362e-15,4.299977128457287e-14
4,8,Clyde Drexler,2.1085478589529372e-14,1.7657962249233192e-14,2.879887653111344e-14,2.700736196950214e-15,4.954975782505254e-14
4,8,Leeza Gibbons,2.056300131370676e-14,1.695413819723302e-14,9.668369555517547e-14,2.3566092717355563e-15,4.102215973977327e-14
4,8,Paulina Porizkova,2.0260895777425808e-14,1.6772619591609492e-14,9.747810630485048e-14,2.2815172484774643e-15,3.969358526067949e-14
4,8,Heather Mills,1.9094862587124047e-14,1.6786868743127533e-14,3.5130771475475767e-14,2.2218580708449794e-15,3.865801451888736e-14
4,8,Shandi Finnessey,1.8669604260069413e-14,1.6878947946532437e-14,4.260082849106405e-14,2.289217210799902e-15,3.7247444124747496e-14
4,9,Apolo Anton Ohno,0.2559088331548208,0.24608019803771167,0.14213908031751624,0.05157052116185764,0.5299531614378619
4,9,Laila Ali,0.2531648074895918,0.24385799904239935,0.1414909695756778,0.051380764406840536,0.522119831919694
4,9,Joey Fatone,0.252700381163981,0.24402277227198865,0.14141862710867756,0.05211883688814084,0.5261085478689242
4,9,Ian Ziering,0.23822597819141786,0.23761206526457251,0.12709289496503334,0.041749684089922454,0.47087747987211953
4,9,John Ratzenberger,3.1582914203608245e-14,2.1899039789940155e-14,2.393780998839425e-13,3.312630354245394e-15,5.762902588759752e-14
4,9,Billy Ray Cyrus,2.823703090786542e-14,2.264601554554605e-14,4.1111039872722054e-14,3.888516417942311e-15,6.54958589653368e-14
4,9,Clyde Drexler,2.740603388193849e-14,2.2137019527444447e-14,4.5484201529442633e-14,3.1754763222552468e-15,6.483763623674305e-14
4,9,Leeza Gibbons,2.6165823523973412e-14,2.1246097555461393e-14,1.0213747539157012e-13,2.9275561754855846e-15,5.33466080394103e-14
4,9,Paulina Porizkova,2.599186249329011e-14,2.1175532371144415e-14,1.1710911430356323e-13,2.7572550584008715e-15,5.34196573252849e-14
4,9,Heather Mills,2.5019811645035725e-14,2.1242692478498742e-14,5.34587735522132e-14,2.7344282347820757e-15,5.232330704449986e-14
4,9,Shandi Finnessey,2.4097348160818144e-14,2.120273782359535e-14,5.249290544432751e-14,2.792621715525356e-15,4.9670470427991696e-14
4,10,Apolo Anton Ohno,0.3357605190522566,0.3285366392182377,0.1667771999753656,0.07474081506194451,0.6591950002232522
4,10,Joey Fatone,0.33228040923129026,0.3268947747058841,0.16611242010159938,0.07318997410078217,0.6594282493421063
4,10,Laila Ali,0.3319590717161481,0.32708924324382543,0.16388663840051146,0.07326129863152714,0.6467192375061884
4,10,Ian Ziering,4.1930211331892114e-14,2.9164734200585775e-14,4.356066023974289e-13,4.076991119257141e-15,8.327549880320014e-14
4,10,Billy Ray Cyrus,4.135451634405813e-14,3.020678336889375e-14,1.620246297772893e-13,4.7791345231256365e-15,9.158165706838245e-14
4,10,John Ratzenberger,4.123945329194555e-14,2.918519692679551e-14,2.462955678307028e-13,4.0549298016097226e-15,8.136690024893191e-14
4,10,Paulina Porizkova,3.825841233277379e-14,2.823454199044526e-14,3.5391041563292374e-13,3.356946743278542e-15,7.38583725942974e-14
4,10,Clyde Drexler,3.785798265885641e-14,2.9726697257683994e-14,6.346580853500142e-14,3.8369252683132015e-15,9.100003532970797e-14
4,10,Leeza Gibbons,3.60009517994085e-14,2.839698062636992e-14,1.4184984561325665e-13,3.723904302256166e-15,7.363497624785019e-14
4,10,Heather Mills,3.4791938974718574e-14,2.8248789551673702e-14,8.856317617594317e-14,3.5209471773694706e-15,7.15443014495032e-14
4,10,Shandi Finnessey,3.360144643873803e-14,2.8226749469307957e-14,9.290878674329014e-14,3.606714259694946e-15,7.062367522300265e-14
4,11,Apolo Anton Ohno,0.09824277645426319,0.08857539067411176,0.07428479176779922,0.017885785433189715,0.21972239949940592
4,11,Joey Fatone,0.09796080151900499,0.08792893906584873,0.08045107436154678,0.017795002753023027,0.21158918770353352
4,11,Laila Ali,0.09754906107930678,0.08805598446893377,0.0763798696307933,0.016694216217312874,0.21509483003442403
4,11,Billy Ray Cyrus,0.09606704605474975,0.08868782333098452,0.06815503652958392,0.01817850059536759,0.20736253139269994
4,11,Clyde Drexler,0.09335655615234964,0.08721533283924926,0.0683168179484801,0.015402379555365043,0.20845599214329585
4,11,Ian Ziering,0.09040373534606123,0.08579619384210603,0.06215041902834278,0.015348960425638464,0.19076000203162102
4,11,John Ratzenberger,0.08964673638290327,0.08584933653425755,0.06477080838592994,0.014540125458315241,0.18899606651922202
4,11,Leeza Gibbons,0.08488557322125115,0.08366332750903113,0.057142140984688825,0.013671153312294968,0.1722614279812735
4,11,Paulina Porizkova,0.084725777080333,0.0830508445500634,0.05937537403045568,0.01265420384578816,0.17066704409973668
4,11,Heather Mills,0.08377178996380835,0.0828600020518206,0.05678483571494767,0.012898604542779754,0.16832816841582485
4,11,Shandi Finnessey,0.08339014674596863,0.08277550559489663,0.05604786468225081,0.013311360040903325,0.16370666983328105
